route,component,answer_text,next_or_outcome
/exemption/licence-not-required-exemption-available-article-14,Outcome,,
/exemption/licence-not-required-exemption-available-article-15,Outcome,,
/exemption/licence-not-required-exemption-available-article-16,Outcome,,
/exemption/licence-not-required-exemption-available-article-17,Outcome,,
/exemption/licence-not-required-exemption-available-article-17A,Outcome,,
/exemption/licence-not-required-exemption-available-article-17B,Outcome,,
/exemption/licence-not-required-exemption-available-article-18,Outcome,,
/exemption/licence-not-required-exemption-available-article-18A,Outcome,,
/exemption/licence-not-required-exemption-available-article-19,Outcome,,
/exemption/licence-not-required-exemption-available-article-20,Outcome,,
/exemption/licence-not-required-exemption-available-article-21,Outcome,,
/exemption/licence-not-required-exemption-available-article-21-no-notification,Outcome,,
/exemption/licence-not-required-exemption-available-article-21A,Outcome,,
/exemption/licence-not-required-exemption-available-article-22,Outcome,,
/exemption/licence-not-required-exemption-available-article-23,Outcome,,
/exemption/licence-not-required-exemption-available-article-24,Outcome,,
/exemption/licence-not-required-exemption-available-article-24A,Outcome,,
/exemption/licence-not-required-exemption-available-article-25,Outcome,,
/exemption/licence-not-required-exemption-available-article-25-notification,Outcome,,
/exemption/licence-not-required-exemption-available-article-25A,Outcome,,
/exemption/licence-not-required-exemption-available-article-25A-mmo-approval,Outcome,,
/exemption/licence-not-required-exemption-available-article-26,Outcome,,
/exemption/licence-not-required-exemption-available-article-26a,Outcome,,
/exemption/licence-not-required-exemption-available-article-26a-no-notification,Outcome,,
/exemption/licence-not-required-exemption-available-article-27,Outcome,,
/exemption/licence-not-required-exemption-available-article-27A,Outcome,,
/exemption/licence-not-required-exemption-available-article-28,Outcome,,
/exemption/licence-not-required-exemption-available-article-29,Outcome,,
/exemption/licence-not-required-exemption-available-article-30,Outcome,,
/exemption/licence-not-required-exemption-available-article-31,Outcome,,
/exemption/licence-not-required-exemption-available-article-32,Outcome,,
/exemption/licence-not-required-exemption-available-article-33,Outcome,,
/exemption/licence-not-required-exemption-available-article-34,Outcome,,
/exemption/licence-not-required-exemption-available-article-35,Outcome,,
/exemption/licence-not-required-exemption-available-article-36,Outcome,,
/exemption/licence-not-required-exemption-available-article-37,Outcome,,
/exemption/licence-not-required-exemption-available-Section-75,Outcome,,
/exemption/licence-not-required-exemption-available-Section-75-disposal,Outcome,,
/exemption/licence-not-required-exemption-available-Section-77,Outcome,,
/licence-not-required-devolved,Outcome,,
/exemption/licence-required-no-exemption-no-self-service,Outcome,,
/exemption/licence-required-no-exemption,Outcome,,
/exemption/construction-exe-not-available-continue,Outcome,,
/exemption/deposit-exe-not-available-continue,Outcome,,
/exemption/removal-exe-not-available-continue,Outcome,,
/exemption/dredging-exe-not-available-continue,Outcome,,
/construction/journey-select,Outcome,,
/deposit/journey-select,Outcome,,
/removal/journey-select,Outcome,,
/dredging/journey-select,Outcome,,
