route,component,answer_text,next_or_outcome
/exemption/deposit/scientific-research/scientific-equipment/survey,Radio,Yes,/exemption/deposit/scientific-research/scientific-equipment/tethered
/exemption/deposit/scientific-research/scientific-equipment/survey,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/tethered,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/tethered,Radio,No,/exemption/deposit/scientific-research/scientific-equipment/navigational-clearance
/exemption/deposit/scientific-research/scientific-equipment/navigational-clearance,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/navigational-clearance,Radio,No,/exemption/deposit/scientific-research/scientific-equipment/obstruction
/exemption/deposit/scientific-research/scientific-equipment/obstruction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/obstruction,Radio,No,/exemption/deposit/scientific-research/scientific-equipment/mpa
/exemption/deposit/scientific-research/scientific-equipment/mpa,Radio,Yes,/exemption/deposit/scientific-research/scientific-equipment/mpa-management
/exemption/deposit/scientific-research/scientific-equipment/mpa,Radio,No,/exemption/deposit/scientific-research/scientific-equipment/disposal
/exemption/deposit/scientific-research/scientific-equipment/mpa-management,Radio,Yes,/exemption/deposit/scientific-research/scientific-equipment/disposal
/exemption/deposit/scientific-research/scientific-equipment/mpa-management,Radio,No,/exemption/deposit/scientific-research/scientific-equipment/lse
/exemption/deposit/scientific-research/scientific-equipment/lse,Radio,Likely to have a significant effect on a European site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/deposit/scientific-research/scientific-equipment/disposal
/exemption/deposit/scientific-research/scientific-equipment/disposal,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment/disposal,Radio,No,/exemption/licence-not-required-exemption-available-article-17
/exemption/deposit/scientific-research/tracers-reagents,Radio,Yes,/exemption/deposit/scientific-research/tracers-reagents/obstruction
/exemption/deposit/scientific-research/tracers-reagents,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/tracers-reagents/obstruction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/tracers-reagents/obstruction,Radio,No,/exemption/deposit/scientific-research/tracers-reagents/mpa
/exemption/deposit/scientific-research/tracers-reagents/mpa,Radio,Yes,/exemption/deposit/scientific-research/tracers-reagents/mpa-management
/exemption/deposit/scientific-research/tracers-reagents/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-17
/exemption/deposit/scientific-research/tracers-reagents/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-17
/exemption/deposit/scientific-research/tracers-reagents/mpa-management,Radio,No,/exemption/deposit/scientific-research/tracers-reagents/lse
/exemption/deposit/scientific-research/tracers-reagents/lse,Radio,Likely to have a significant effect on a European site,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/tracers-reagents/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/tracers-reagents/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/tracers-reagents/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-17
/exemption/deposit/vessels,Radio,Launching of vessels etc,/exemption/deposit/vessels/launch
/exemption/deposit/vessels,Radio,Deposits in the normal course of navigation or maintenance,/exemption/deposit/vessels/navigation
/exemption/deposit/vessels,Radio,Deposits in the course of aggregate dredging,/exemption/deposit/vessels/aggregate-dredging
/exemption/deposit/vessels,Radio,Dismantling of ships,/exemption/deposit/vessels/dismantling-ships
/exemption/deposit/vessels,Radio,Exercising rights of foreign vessels,/exemption/deposit/vessels/foreign-vessels
/exemption/deposit/vessels,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/launch,Radio,Yes,/exemption/deposit/vessels/launch/construction
/exemption/deposit/vessels/launch,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/launch/construction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/launch/construction,Radio,No,/exemption/licence-not-required-exemption-available-article-27
/exemption/deposit/vessels/hull-cleaning,Radio,Yes,/exemption/deposit/vessels/hull-cleaning/method
/exemption/deposit/vessels/hull-cleaning,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/hull-cleaning/method,Radio,By hand using a soft cloth,/exemption/licence-not-required-exemption-available-article-27A
/exemption/deposit/vessels/hull-cleaning/method,Radio,By hand using a sponge,/exemption/licence-not-required-exemption-available-article-27A
/exemption/deposit/vessels/hull-cleaning/method,Radio,By hand using the bristles of a soft brush,/exemption/licence-not-required-exemption-available-article-27A
/exemption/deposit/vessels/hull-cleaning/method,Radio,By hand using sandpaper with a grit size of at least P2000,/exemption/licence-not-required-exemption-available-article-27A
/exemption/deposit/vessels/hull-cleaning/method,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/navigation,Radio,Yes,/exemption/deposit/vessels/navigation/disposal
/exemption/deposit/vessels/navigation,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/navigation/disposal,Radio,Yes,/exemption/deposit/vessels/navigation/explosives
/exemption/deposit/vessels/navigation/disposal,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/navigation/explosives,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/navigation/explosives,Radio,No,/exemption/licence-not-required-exemption-available-article-22
/exemption/deposit/vessels/aggregate-dredging,Radio,Yes,/exemption/deposit/vessels/aggregate-dredging/object-type
/exemption/deposit/vessels/aggregate-dredging,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/aggregate-dredging/object-type,Radio,Aggregate or minerals,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/aggregate-dredging/object-type,Radio,Water,/exemption/deposit/vessels/aggregate-dredging/water-location
/exemption/deposit/vessels/aggregate-dredging/object-type,Radio,Something else,/exemption/deposit/vessels/aggregate-dredging/something-else-location
/exemption/deposit/vessels/aggregate-dredging/water-location,Radio,Yes,/exemption/licence-not-required-exemption-available-article-18
/exemption/deposit/vessels/aggregate-dredging/water-location,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/aggregate-dredging/something-else-location,Radio,Yes,/exemption/licence-not-required-exemption-available-article-18
/exemption/deposit/vessels/aggregate-dredging/something-else-location,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/dismantling-ships,Radio,Yes,/exemption/deposit/vessels/dismantling-ships/disposal
/exemption/deposit/vessels/dismantling-ships,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/dismantling-ships/disposal,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/dismantling-ships/disposal,Radio,No,/exemption/deposit/vessels/dismantling-ships/explosives
/exemption/deposit/vessels/dismantling-ships/explosives,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/dismantling-ships/explosives,Radio,No,/exemption/licence-not-required-exemption-available-article-28
/exemption/deposit/vessels/foreign-vessels,Radio,Yes,/exemption/deposit/vessels/foreign-vessels/undertaker
/exemption/deposit/vessels/foreign-vessels,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/vessels/foreign-vessels/undertaker,Radio,A third country vessel,/exemption/licence-not-required-exemption-available-article-37
/exemption/deposit/vessels/foreign-vessels/undertaker,Radio,"A warship, naval auxiliary, other vessel or aircraft owned or operated by a state and used, for the time being, only on government non-commercial service (whether or not the warship, naval auxiliary, other vessel is a third country vessel)",/exemption/licence-not-required-exemption-available-article-37
/exemption/deposit/vessels/foreign-vessels/undertaker,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/miscellaneous,Radio,Vessels,/exemption/deposit/vessels
/exemption/deposit/miscellaneous,Radio,Defence activities,/exemption/deposit/miscellaneous/defence-activities
/exemption/deposit/miscellaneous,Radio,Licensed deepsea mining,/exemption/deposit/miscellaneous/deepsea-mining
/exemption/deposit/miscellaneous,Radio,Scheduled works authorised under the Crossrail Act 2008,/exemption/deposit/miscellaneous/crossrail-act
/exemption/deposit/miscellaneous,Radio,Air accident investigation,/exemption/deposit/emergency-safety-accident-investigation/air-accident-investigation
/exemption/deposit/miscellaneous,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/miscellaneous/defence-activities,Radio,"The naval, military or air forces of the crown (including reserve forces and the Royal Fleet Auxiliary)",/exemption/deposit/miscellaneous/defence-activities/restriction
/exemption/deposit/miscellaneous/defence-activities,Radio,A visiting force within the meaning given by Section 12 of the Visiting Forces Act 1952,/exemption/deposit/miscellaneous/defence-activities/restriction
/exemption/deposit/miscellaneous/defence-activities,Radio,Someone else,/exemption/deposit-exe-not-available-continue
/exemption/deposit/miscellaneous/defence-activities/restriction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/miscellaneous/defence-activities/restriction,Radio,No,/exemption/deposit/miscellaneous/defence-activities/purpose
/exemption/deposit/miscellaneous/defence-activities/purpose,Radio,Defence of the Realm,/exemption/licence-not-required-exemption-available-article-36
/exemption/deposit/miscellaneous/defence-activities/purpose,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/miscellaneous/deepsea-mining,Radio,In pursuance of an exploration or exploitation licence issued under the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/deposit/miscellaneous/deepsea-mining,Radio,In pursuance of a reciprocal authorisation within the meaning given by section 3(3) of the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/deposit/miscellaneous/deepsea-mining,Radio,for another reason,/exemption/deposit-exe-not-available-continue
/exemption/deposit/miscellaneous/crossrail-act,Radio,Yes,/exemption/licence-not-required-exemption-available-article-29
/exemption/deposit/miscellaneous/crossrail-act,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/removal/activity-type,Radio,Fishing and shellfish propogation and cultivation,/exemption/removal/fishing
/exemption/removal/activity-type,Radio,"Markers, moorings and aids to navigation",/exemption/removal/markers-moorings-pontoons-aids-to-navigation
/exemption/removal/activity-type,Radio,Pontoons,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoons
/exemption/removal/activity-type,Radio,Scientific investigation or research,/exemption/removal/scientific-research
/exemption/removal/activity-type,Radio,Maintenance of existing strucutres or assets,/exemption/removal/maintenance
/exemption/removal/activity-type,Radio,Litter and Dead animals,/exemption/removal/waste
/exemption/removal/activity-type,Radio,"Obstructions, danger to navigation and accidental deposits",/exemption/removal/obstruction
/exemption/removal/activity-type,Radio,"Emergency, safety and training",/exemption/removal/emergency-safety-pollution-response-accident-investigation
/exemption/removal/activity-type,Radio,Other,/exemption/removal/miscellaneous
/exemption/removal/markers-moorings-pontoons-aids-to-navigation,Radio,Temporary markers,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/temporary-markers
/exemption/removal/markers-moorings-pontoons-aids-to-navigation,Radio,Moorings and aids to navigation,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings
/exemption/removal/markers-moorings-pontoons-aids-to-navigation,Radio,Markers for European marine sites and marine conservation zones,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers
/exemption/removal/markers-moorings-pontoons-aids-to-navigation,Radio,Diver trails,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/dive-trails
/exemption/removal/markers-moorings-pontoons-aids-to-navigation,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/temporary-markers,Radio,The removal of a marker and its appurtenances that has been in place for less than 24 hours,/exemption/licence-not-required-exemption-available-article-26a-no-notification
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/temporary-markers,Radio,The removal of a marker and its appurtenances that has been in place for longer than 24 hours but less than 28 days and for which notification of the intention to carry out the activity under article 26A has previously been given to the MMO,/exemption/licence-not-required-exemption-available-article-26a
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/temporary-markers,Radio,The removal of a marker and its appurtenances that has been in place for longer than than 28 days,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers,Radio,Natural England,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/ne-purpose
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers,Radio,A public authority,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/pa-purpose
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers,Radio,Someone else,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/ne-purpose,Radio,Removal of a marker installed to indicate the existence and extent of a European Marine Site,/exemption/licence-not-required-exemption-available-article-26
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/ne-purpose,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/pa-purpose,Radio,Removal of a marker installed to indicate the existence and extent of a Marine Conservation Zone,/exemption/licence-not-required-exemption-available-article-26
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/pa-purpose,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Pile mooring,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Swinging mooring,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Trot Mooring,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Aid to Navigation,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Something else,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker,Radio,A harbour authority or someone on behalf of a harbour authority,/exemption/licence-not-required-exemption-available-article-25
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker,Radio,A lighthouse authority or someone on behalf of a lighthouse authority,/exemption/licence-not-required-exemption-available-article-25
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker,Radio,Someone else,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/consent
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/consent,Radio,Yes,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/approval
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/consent,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/approval,Radio,Yes,/exemption/licence-not-required-exemption-available-article-25-notification
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/moorings/approval,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoons,Radio,Yes,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoons/undertaker
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoons,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoons/undertaker,Radio,A harbour authority or someone on behalf of a harbour authority,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/deck
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoons/undertaker,Radio,Someone else,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/consent
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/consent,Radio,Yes,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/approval
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/consent,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/approval,Radio,Yes,/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/deck
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/approval,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/deck,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/pontoon/deck,Radio,No,/exemption/licence-not-required-exemption-available-article-25A
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,a wreck within an area designated as a restricted area within the meaning of section 1 of the Protection of Wrecks Act 1973,/exemption/licence-not-required-exemption-available-article-31
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,a monument designated as a scheduled monument under section 1 of the Ancient Monuments and Archaeological Areas Act 1979,/exemption/licence-not-required-exemption-available-article-31
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,an area designated as a controlled site under section 1(2)(b) of the Protection of Military Remains Act 1986,/exemption/licence-not-required-exemption-available-article-31
/exemption/removal/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research,Radio,Scientific instruments and associated equipment,/exemption/removal/scientific-research/scientific-equipment
/exemption/removal/scientific-research,Radio,Samples for testing and analysis,/exemption/removal/scientific-research/samples
/exemption/removal/scientific-research,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/scientific-equipment,Radio,Yes,/exemption/removal/scientific-research/scientific-equipment/survey
/exemption/removal/scientific-research/scientific-equipment,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/scientific-equipment/survey,Radio,Yes,/exemption/removal/scientific-research/scientific-equipment/mpa
/exemption/removal/scientific-research/scientific-equipment/survey,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/scientific-equipment/mpa,Radio,Yes,/exemption/removal/scientific-research/scientific-equipment/mpa-management
/exemption/removal/scientific-research/scientific-equipment/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-17
/exemption/removal/scientific-research/scientific-equipment/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-17
/exemption/removal/scientific-research/scientific-equipment/mpa-management,Radio,No,/exemption/removal/scientific-research/scientific-equipment/lse
/exemption/removal/scientific-research/scientific-equipment/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/scientific-equipment/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/scientific-equipment/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/scientific-equipment/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-17
/exemption/removal/scientific-research/samples,Radio,Yes,/exemption/removal/scientific-research/samples/volume
/exemption/removal/scientific-research/samples,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/samples/volume,Radio,Yes,/exemption/removal/scientific-research/samples/obstruction
/exemption/removal/scientific-research/samples/volume,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/samples/obstruction,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/samples/obstruction,Radio,No,/exemption/removal/scientific-research/samples/mpa
/exemption/removal/scientific-research/samples/mpa,Radio,Yes,/exemption/removal/scientific-research/samples/mpa-management
/exemption/removal/scientific-research/samples/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-17A
/exemption/removal/scientific-research/samples/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-17A
/exemption/removal/scientific-research/samples/mpa-management,Radio,No,/exemption/removal/scientific-research/scientific-equipment/lse
/exemption/removal/scientific-research/samples/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/samples/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/samples/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/scientific-research/samples/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-17A
/exemption/removal/maintenance,Radio,"Maintenance of coast protection, drainage or flood defence works",/exemption/removal/maintenance/coastal-drainage-flood
/exemption/removal/maintenance,Radio,Maintenance of harbour works,/exemption/removal/maintenance/harbour-works
/exemption/removal/maintenance,Radio,Cables and pipelines,/exemption/removal/maintenance/cables-pipelines
/exemption/removal/maintenance,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/coastal-drainage-flood,Radio,The Environment Agency or someone on behalf of the Environment Agency,/exemption/removal/maintenance/coastal-drainage-flood/EA
/exemption/removal/maintenance/coastal-drainage-flood,Radio,The Coast Protection Authority or someone on behalf of the Coast Protection Authority,/exemption/removal/maintenance/coastal-drainage-flood/CPA
/exemption/removal/maintenance/coastal-drainage-flood,Radio,The Local Authority or someone on behalf of the Local Authority,/exemption/removal/maintenance/coastal-drainage-flood/CPA
/exemption/removal/maintenance/coastal-drainage-flood,Radio,The Secretary of State for Defence or someone on behalf of the Secretary of State for Defence,/exemption/removal/maintenance/coastal-drainage-flood/CPA
/exemption/removal/maintenance/coastal-drainage-flood,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/coastal-drainage-flood/EA,Radio,Yes,/exemption/licence-not-required-exemption-available-article-19
/exemption/removal/maintenance/coastal-drainage-flood/EA,Radio,No,/exemption/removal/maintenance/coastal-drainage-flood/EA/emergency-flood
/exemption/removal/maintenance/coastal-drainage-flood/EA/emergency-flood,Radio,Yes,/exemption/licence-not-required-exemption-available-article-20
/exemption/removal/maintenance/coastal-drainage-flood/EA/emergency-flood,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/coastal-drainage-flood/CPA,Radio,Yes,/exemption/licence-not-required-exemption-available-article-19
/exemption/removal/maintenance/coastal-drainage-flood/CPA,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/harbour-works,Radio,Yes,/exemption/removal/maintenance/harbour-works/boundaries
/exemption/removal/maintenance/harbour-works,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/harbour-works/boundaries,Radio,Yes,/exemption/removal/maintenance/harbour-works/undertaker
/exemption/removal/maintenance/harbour-works/boundaries,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/harbour-works/undertaker,Radio,Yes,/exemption/licence-not-required-exemption-available-article-23
/exemption/removal/maintenance/harbour-works/undertaker,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/cables-pipelines,Radio,Yes,/exemption/removal/maintenance/cables-pipelines/emergency
/exemption/removal/maintenance/cables-pipelines,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/maintenance/cables-pipelines/emergency,Radio,Yes,/exemption/licence-not-required-exemption-available-article-34
/exemption/removal/maintenance/cables-pipelines/emergency,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste,Radio,Dead animals,/exemption/removal/waste/dead-animals
/exemption/removal/waste,Radio,Marine litter (by divers),/exemption/removal/waste/marine-litter
/exemption/removal/waste,Radio,Litter and seaweed,/exemption/removal/waste/litter-seaweed
/exemption/removal/waste,Radio,Marine litter and debris,/exemption/removal/waste/litter-debris
/exemption/removal/waste,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/obstruction,Radio,Accidental deposits,/exemption/removal/waste/accidental-deposits
/exemption/removal/obstruction,Radio,Obstruction or danger to navigation,/exemption/removal/waste/obstruction-danger-navigation
/exemption/removal/obstruction,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/dead-animals,Radio,Yes,/exemption/removal/waste/dead-animals/undertaker
/exemption/removal/waste/dead-animals,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/dead-animals/undertaker,Radio,Yes,/exemption/removal/waste/dead-animals/undertaker/mpa
/exemption/removal/waste/dead-animals/undertaker,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/dead-animals/undertaker/mpa,Radio,Yes,/exemption/removal/waste/dead-animals/undertaker/mpa-management
/exemption/removal/waste/dead-animals/undertaker/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-21
/exemption/removal/waste/dead-animals/undertaker/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-21
/exemption/removal/waste/dead-animals/undertaker/mpa-management,Radio,No,/exemption/removal/waste/dead-animals/undertaker/lse
/exemption/removal/waste/dead-animals/undertaker/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/dead-animals/undertaker/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/dead-animals/undertaker/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/waste/dead-animals/undertaker/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-21
/exemption/removal/waste/marine-litter,Radio,Yes,/exemption/removal/waste/marine-litter/historic-interest
/exemption/removal/waste/marine-litter,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/marine-litter/historic-interest,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/marine-litter/historic-interest,Radio,No,/exemption/removal/waste/marine-litter/mpa
/exemption/removal/waste/marine-litter/mpa,Radio,Yes,/exemption/removal/waste/marine-litter/mpa-management
/exemption/removal/waste/marine-litter/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-21A
/exemption/removal/waste/marine-litter/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-21A
/exemption/removal/waste/marine-litter/mpa-management,Radio,No,/exemption/removal/waste/marine-litter/lse
/exemption/removal/waste/marine-litter/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/marine-litter/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/marine-litter/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/waste/marine-litter/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-21A
/exemption/removal/waste/litter-seaweed,Radio,Yes,/exemption/removal/waste/litter-seaweed/undertaker
/exemption/removal/waste/litter-seaweed,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-seaweed/undertaker,Radio,Yes,/exemption/removal/waste/litter-seaweed/mpa
